s1_id,target_id,country,source,v3_rank,v3_score,model_score
S1-273775136,S3-134213095,India,S3,1,0.9000,0.9935
S1-273775136,S2-156242046,India,S2,2,0.8667,0.9815
S1-273775136,S2-120662676,India,S2,3,0.8667,0.9815
S1-273775136,S2-734047767,India,S2,30,0.5824,0.9172
S1-273801723,S2-831935407,US,S2,1,1.0000,0.9995
S1-273801723,S2-640996730,US,S2,2,1.0000,0.9997
S1-273801723,S2-223645651,US,S2,3,1.0000,1.0000
S1-273851625,S2-495322814,US,S2,1,0.9000,0.9999
S1-273851625,S3-387655803,US,S3,14,0.7490,0.9987
S1-27401709,S3-896128542,US,S3,1,1.0000,0.9998
S1-27401709,S3-326871342,US,S3,2,1.0000,1.0000
S1-27401709,S3-830497858,US,S3,3,0.8246,0.9977
S1-27401709,S3-386077522,US,S3,4,0.8246,0.9977
S1-274067326,S2-495313954,US,S2,1,0.9250,0.9995
S1-274161615,S3-920721199,India,S3,1129,0.6439,0.9659
S1-274188611,S3-430271467,India,S3,1,0.8667,0.9987
S1-274188611,S3-351114722,India,S3,2,0.8667,0.6841
S1-274234020,S3-937091616,US,S3,1,1.0000,0.9993
S1-274249274,S3-42962334,India,S3,1,1.0000,1.0000
S1-274249274,S2-281923038,India,S2,2,1.0000,1.0000
S1-274249274,S3-73017836,India,S3,3,0.9000,0.9944
S1-274249274,S2-685818903,India,S2,36,0.7377,0.9980
S1-274396327,S3-360501206,US,S3,1,1.0000,1.0000
S1-274396327,S2-927618143,US,S2,2,0.7396,0.9979
S1-274396327,S3-533716821,US,S3,3,0.7395,0.9999
S1-274429230,S3-446966155,India,S3,27,0.7667,0.9997
S1-274429230,S2-736512272,India,S2,55,0.7667,0.6829
S1-27443644,S3-881521252,India,S3,1,1.0000,0.9998
S1-27443644,S3-706089113,India,S3,15,0.7667,0.7469
S1-27443644,S2-822545378,India,S2,40,0.7667,0.7980
S1-274438853,S2-969795226,US,S2,5,0.7471,0.9968
S1-274438853,S3-397452143,US,S3,6,0.6782,0.9924
S1-27449700,S2-998984434,India,S2,1,0.9333,0.9722
S1-27449700,S3-552186057,India,S3,2,0.8407,0.9996
S1-27449700,S2-31097731,India,S2,6,0.7167,0.9856
S1-274535224,S2-520553926,India,S2,1,1.0000,1.0000
S1-274535224,S3-224426324,India,S3,2,0.9000,0.9999
S1-274624933,S2-321809561,US,S2,33,0.7667,0.4822
S1-274773431,S3-524651362,India,S3,1,1.0000,0.9984
S1-274773431,S3-241604288,India,S3,2,1.0000,0.9998
S1-274773431,S2-947405114,India,S2,3,1.0000,0.9998
S1-274773431,S2-579777094,India,S2,4,1.0000,1.0000
S1-274773431,S2-411890792,India,S2,5,1.0000,0.9998
S1-274773431,S3-371876667,India,S3,18,0.6246,0.9994
S1-274777067,S2-946434680,US,S2,1,1.0000,0.9997
S1-274777067,S3-738399196,US,S3,6,0.7667,0.3535
S1-274777067,S3-484455831,US,S3,23,0.6544,0.9990
S1-274805369,S2-493683931,US,S2,1,1.0000,1.0000
S1-274805369,S2-768484448,US,S2,2,0.8976,0.9997
S1-274805369,S2-444007203,US,S2,3,0.8026,0.9997
S1-274805369,S3-523274525,US,S3,4,0.8013,1.0000
S1-275063835,S3-119010335,India,S3,94,0.5615,0.9985
S1-275085468,S2-994463590,India,S2,1,0.8667,0.9816
S1-275118796,S3-175346690,India,S3,111,0.8667,0.9627
S1-275118796,S2-781559793,India,S2,891,0.7667,0.9765
S1-275208975,S3-601076249,India,S3,1,1.0000,0.9996
S1-275208975,S3-133366241,India,S3,2,1.0000,1.0000
S1-275208975,S2-306458395,India,S2,3,0.7756,0.9981
S1-275208975,S3-943797882,India,S3,4,0.7583,0.9960
S1-275208975,S3-871705421,India,S3,29,0.6524,0.9955
S1-275257496,S2-544356862,US,S2,1,0.9042,0.9987
S1-275257496,S3-924631130,US,S3,2,0.8042,0.9994
S1-275257496,S3-742392972,US,S3,3,0.7865,0.9989
S1-275257496,S3-32260557,US,S3,224,0.6312,0.9948
S1-275299283,S3-452314532,India,S3,1,0.9000,0.9999
S1-275299283,S2-544762522,India,S2,2,0.8667,0.9996
S1-275299283,S2-465077813,India,S2,3,0.8667,0.6487
S1-275299283,S2-860913883,India,S2,10,0.7167,0.8360
S1-275299283,S2-430191266,India,S2,11,0.5514,0.9266
S1-275303473,S3-825094256,US,S3,1,0.7679,0.9992
S1-275303473,S2-42937954,US,S2,2,0.7667,0.9989
S1-275303473,S3-737792740,US,S3,3,0.6981,0.9974
S1-275359198,S2-958525157,US,S2,1,0.8673,0.9997
S1-275359198,S2-555260281,US,S2,2,0.7667,0.7999
S1-275519070,S2-489367270,US,S2,1,1.0000,0.9997
S1-275519070,S3-586424809,US,S3,2,0.7667,0.9998
S1-275609656,S3-128148113,India,S3,1,1.0000,0.9977
S1-275609656,S2-480089064,India,S2,2,0.9000,0.9999
S1-275609656,S3-320816593,India,S3,3,0.7179,0.9902
S1-275609656,S2-299387250,India,S2,65,0.5000,0.8878
S1-275644154,S3-394476787,US,S3,1,1.0000,0.9999
S1-275644154,S2-362444741,US,S2,3,0.7457,0.9996
S1-275672614,S3-679329856,US,S3,1,0.8287,0.9970
S1-275672614,S3-105422250,US,S3,2,0.8287,0.9974
S1-275672614,S3-932699710,US,S3,3,0.7667,0.9993
S1-275672614,S2-828133187,US,S2,30,0.7340,0.9972
S1-275704390,S3-792691833,India,S3,1,0.9333,0.9993
S1-275704390,S3-118571113,India,S3,67,0.5015,0.9985
S1-275771405,S3-432028389,US,S3,1,0.8111,0.9974
S1-275771405,S2-18262725,US,S2,12,0.7667,0.9964
S1-275857840,S3-714684163,US,S3,11,0.7667,0.9983
S1-275857840,S3-173690561,US,S3,35,0.7667,0.9928
S1-275872097,S3-824580694,India,S3,1,1.0000,0.9989
S1-275872097,S3-107227705,India,S3,2,1.0000,0.9989
S1-275872097,S2-560308141,India,S2,3,1.0000,0.9998
S1-275872097,S2-146207448,India,S2,4,1.0000,0.9984
S1-275998217,S3-883022183,India,S3,2,0.8667,0.9648
S1-276003668,S3-302802068,US,S3,1,1.0000,0.9997
S1-276005402,S2-151715540,US,S2,1,0.9000,0.9999
S1-276005402,S3-6873272,US,S3,2,0.7667,0.2999
S1-276005402,S3-134805736,US,S3,3,0.7667,0.9973
S1-276012136,S3-225075373,US,S3,1,0.9000,1.0000
S1-276012136,S2-833335485,US,S2,2,0.8697,0.9997
S1-276012136,S3-825385828,US,S3,3,0.8176,0.9960
S1-276012136,S2-238683272,US,S2,4,0.8176,0.9963
S1-276012136,S2-142728085,US,S2,5,0.8176,0.9963
S1-276012136,S3-4603347,US,S3,9,0.7340,0.9984
S1-276136641,S2-577568072,US,S2,1,1.0000,0.9999
S1-276148962,S2-129026161,India,S2,1,1.0000,1.0000
S1-276148962,S3-619952169,India,S3,2,0.8527,0.9991
S1-276148962,S3-465372965,India,S3,6,0.7262,0.9988
S1-276178711,S3-98063978,US,S3,1,1.0000,0.9995
S1-276178711,S3-212484316,US,S3,2,1.0000,1.0000
S1-276178711,S2-861596282,US,S2,3,1.0000,1.0000
S1-276178711,S2-201284609,US,S2,4,0.7667,0.7714
S1-276178711,S3-593216776,US,S3,5,0.7222,0.9999
S1-276178711,S3-979409178,US,S3,6,0.6548,0.9983
S1-276178711,S3-68262291,US,S3,7,0.6437,0.9955
S1-276199562,S3-912522918,India,S3,1,1.0000,0.9957
S1-276199562,S3-265203408,India,S3,45,0.7667,0.6440
S1-276199562,S3-813101172,India,S3,191,0.5789,0.9995
S1-276219696,S3-425587945,US,S3,1,0.9333,0.9999
S1-276219696,S2-263894893,US,S2,152,0.7667,0.5563
S1-276235486,S2-956129381,India,S2,1,1.0000,0.9998
S1-276235486,S2-226927061,India,S2,2,1.0000,0.9996
S1-276235486,S3-784383921,India,S3,4,0.7544,0.9908
S1-276260940,S3-155719445,US,S3,33,0.7667,0.9997
S1-276260940,S2-528629212,US,S2,53,0.7667,0.8735
S1-276260940,S2-238126772,US,S2,68,0.7667,0.9993
S1-276284897,S3-621852360,India,S3,1,0.8667,0.8356
S1-276284897,S2-662164974,India,S2,2,0.7667,0.9988
S1-276343989,S3-910884849,US,S3,1,1.0000,0.9995
S1-276343989,S3-104643979,US,S3,2,1.0000,0.9995
S1-276343989,S2-507514572,US,S2,7,0.9000,0.9976
S1-276343989,S2-497924263,US,S2,8,0.9000,1.0000
S1-276343989,S3-845578590,US,S3,12,0.8083,0.9960
S1-276354013,S3-677187979,US,S3,1,0.8527,0.9979
S1-276412764,S3-320391699,India,S3,233,0.6448,0.2556
S1-276419972,S2-256498912,India,S2,1,1.0000,0.9978
S1-276592298,S2-98210646,India,S2,1,1.0000,0.9994
S1-276592298,S3-890578584,India,S3,29,0.6608,0.9246
S1-276592904,S3-80773114,US,S3,1,0.8583,0.9977
S1-276592904,S3-536329102,US,S3,2,0.8583,0.9990
S1-276592904,S2-789692829,US,S2,3,0.7222,0.9974
S1-276620464,S2-323103551,US,S2,1,1.0000,0.9997
S1-276620464,S3-574636178,US,S3,2,0.8240,0.9999
S1-276620464,S3-616443680,US,S3,3,0.7667,0.3903
S1-276642172,S3-715427204,US,S3,1,1.0000,1.0000
S1-276642172,S2-222439539,US,S2,2,1.0000,0.9992
S1-276678624,S3-388927634,India,S3,1,1.0000,1.0000
S1-276678624,S3-489402394,India,S3,2,0.9042,0.9998
S1-276678624,S3-889271612,India,S3,4,0.7667,0.9575
S1-276678624,S2-27233011,India,S2,5,0.7000,0.9973
S1-276678787,S3-524310142,India,S3,1,0.8667,0.8492
S1-276678787,S2-721834420,India,S2,3,0.8667,0.9643
S1-276697859,S3-482464886,US,S3,1,1.0000,0.9997
S1-276697859,S2-651838155,US,S2,2,0.8083,0.9891
S1-276697859,S2-64573130,US,S2,3,0.8083,0.9934
S1-276745087,S2-921248298,India,S2,1,1.0000,0.9932
S1-276745087,S2-200378927,India,S2,2,1.0000,0.9951
S1-276745087,S3-16275646,India,S3,3,0.8667,0.8171
S1-276745087,S2-447170240,India,S2,4,0.7762,0.9943
S1-276755727,S2-946913068,India,S2,2,0.7667,0.9988
S1-276879473,S3-592627315,US,S3,1,0.8667,0.9991
S1-276879473,S3-758437716,US,S3,3,0.7364,0.6789
S1-276879473,S2-648208167,US,S2,4,0.7364,0.8327
S1-276970393,S3-863949585,India,S3,2,0.7396,0.9902
S1-276970393,S2-140059098,India,S2,3,0.6805,0.9954
S1-276970393,S3-871822289,India,S3,8,0.5190,0.5352
S1-277022916,S2-659697582,US,S2,1,0.8778,0.9994
S1-277050105,S3-115471778,US,S3,1,1.0000,1.0000
S1-277050105,S2-200992654,US,S2,2,0.9000,1.0000
S1-277076755,S3-37724393,India,S3,1,0.7667,0.9800
S1-277076755,S3-834907103,India,S3,6,0.7237,0.9977
S1-277076755,S3-562996005,India,S3,61,0.6083,0.9891
S1-277128760,S2-488852982,US,S2,1,1.0000,0.9998
S1-277128760,S3-932117387,US,S3,2,0.8652,0.9996
S1-277128760,S2-834444308,US,S2,3,0.8500,0.9987
S1-277128760,S3-629243933,US,S3,4,0.7667,0.7520
S1-277128760,S3-477144999,US,S3,5,0.6286,0.9953
S1-277187454,S2-900381365,India,S2,1,1.0000,0.9987
S1-277187454,S3-386531878,India,S3,2,0.9000,0.9982
S1-277187454,S2-604638296,India,S2,56,0.6190,0.9981
S1-277260480,S3-605332551,US,S3,1,1.0000,1.0000
S1-277260480,S2-949356629,US,S2,2,0.9000,0.9999
S1-277260480,S2-705764824,US,S2,3,0.9000,0.9999
S1-277260480,S3-158913145,US,S3,4,0.7658,0.9985
S1-277260480,S3-491799295,US,S3,5,0.6306,0.9933
S1-277260480,S2-860243677,US,S2,6,0.5190,0.9923
S1-277440119,S2-875385700,India,S2,33,0.9000,0.9997
S1-277440119,S2-355458056,India,S2,39,0.9000,0.9999
S1-277440119,S3-321226672,India,S3,1062,0.7000,0.9991
S1-277456791,S2-466392003,India,S2,1,1.0000,0.9986
S1-277456791,S2-11249544,India,S2,2,1.0000,1.0000
S1-277456791,S3-791923214,India,S3,3,0.9090,0.9986
S1-277456791,S2-51291643,India,S2,4,0.8879,0.9994
S1-277456791,S3-102910483,India,S3,5,0.8596,0.9861
S1-277456791,S3-219379573,India,S3,6,0.8366,0.9894
S1-277462019,S3-80533291,India,S3,1,0.7667,0.9964
S1-277462019,S3-48349936,India,S3,2,0.7667,0.9969
S1-277554912,S3-993869038,US,S3,1,1.0000,0.9990
S1-277554912,S3-389258043,US,S3,2,1.0000,1.0000
S1-277554912,S2-179284200,US,S2,3,1.0000,1.0000
S1-277603597,S2-640584566,India,S2,21,0.7436,0.9991
S1-277603597,S3-486835492,India,S3,22,0.7083,0.9981
S1-27764598,S3-625472028,India,S3,68,0.7451,0.9908
S1-277688837,S3-64765394,US,S3,1,1.0000,1.0000
S1-277688837,S2-990695990,US,S2,2,1.0000,1.0000
S1-277688837,S2-866152667,US,S2,3,1.0000,0.9997
S1-277688837,S2-240711457,US,S2,4,1.0000,0.9995
S1-277688837,S2-608718563,US,S2,6,0.6345,0.9518
S1-277732413,S2-440380682,India,S2,1,1.0000,0.9997
S1-277732413,S2-410489629,India,S2,2,1.0000,0.9994
S1-277752149,S2-652617490,US,S2,1,1.0000,1.0000
S1-277834693,S3-519308369,US,S3,1,1.0000,0.9997
S1-277834693,S2-868595071,US,S2,2,0.8843,0.9993
S1-277834693,S3-965608225,US,S3,3,0.8236,0.9967
S1-277835145,S3-667792007,India,S3,1,1.0000,1.0000
S1-277835145,S3-753075275,India,S3,2,0.7782,0.9935
S1-277835145,S2-850431594,India,S2,3,0.7667,0.9354
S1-27791111,S3-949767234,US,S3,1,1.0000,0.9999
S1-27791111,S3-562535251,US,S3,2,0.8054,0.9978
S1-27791111,S2-395038660,US,S2,4,0.7588,0.9983
S1-27791111,S3-462140822,US,S3,5,0.7185,0.9990
S1-278198213,S3-488526552,India,S3,1,1.0000,1.0000
S1-278198213,S2-302230487,India,S2,2,1.0000,0.9991
S1-278200284,S2-430080487,India,S2,1,0.8667,0.9996
S1-278204464,S3-700648164,US,S3,1,1.0000,1.0000
S1-278204464,S3-612855222,US,S3,2,1.0000,1.0000
S1-278204464,S2-335587304,US,S2,3,0.8195,0.9990
S1-278275352,S2-966046772,US,S2,1,1.0000,0.9998
S1-278275352,S2-717912801,US,S2,2,1.0000,0.9997
S1-278275352,S2-938569559,US,S2,3,0.8157,0.9963
S1-278275352,S2-883213874,US,S2,4,0.7667,0.9948
S1-278275352,S3-573871569,US,S3,26,0.5357,0.7105
S1-278323770,S3-411638495,US,S3,1,0.8667,0.8549
S1-278323770,S2-836442298,US,S2,11,0.7667,0.3187
S1-278323770,S3-298471145,US,S3,15,0.7163,0.9919
S1-278323770,S2-389090506,US,S2,17,0.6798,0.9958
S1-278364287,S3-511566091,India,S3,3,0.8037,0.9960
S1-278364287,S3-132738272,India,S3,4,0.8037,0.9960
S1-278364287,S2-542814870,India,S2,5,0.8037,0.9993
S1-278364287,S2-336118553,India,S2,6,0.8037,0.9993
S1-278364287,S3-270975703,India,S3,769,0.7111,0.9913
S1-278413148,S3-111038492,US,S3,1,0.9000,0.9976
S1-278413148,S2-966415266,US,S2,2,0.9000,0.9999
S1-278413148,S3-208680738,US,S3,3,0.7667,0.6953
S1-278522856,S2-60441261,US,S2,1,1.0000,1.0000
S1-278522856,S3-768174310,US,S3,2,0.7667,0.9970
S1-278522856,S2-993929845,US,S2,6,0.7667,0.9996
S1-278585202,S2-135399834,India,S2,1,1.0000,0.9948
S1-278585202,S3-486770401,India,S3,5,0.8083,0.9839
S1-278610688,S2-81958297,India,S2,1,1.0000,0.9998
S1-278610688,S2-373207040,India,S2,2,1.0000,0.9990
S1-278758925,S3-256350045,India,S3,1,1.0000,0.9974
S1-278758925,S2-802322233,India,S2,2,1.0000,0.9997
S1-278758925,S2-140198517,India,S2,3,1.0000,0.9748
S1-278848523,S3-480631641,India,S3,1,1.0000,1.0000
S1-278848523,S3-378225993,India,S3,2,0.9333,0.9992
S1-278907374,S2-433661077,US,S2,1,0.7692,0.9993
S1-278907374,S3-811095155,US,S3,2,0.7667,0.3210
S1-278907374,S3-522295357,US,S3,5,0.7048,0.9996
S1-278907374,S2-552932343,US,S2,6,0.6970,0.9301
S1-278934517,S3-798554639,India,S3,1,1.0000,0.9967
S1-278934517,S2-729917423,India,S2,2,0.9000,0.9748
S1-278934517,S2-44791685,India,S2,3,0.9000,0.7023
S1-278981947,S2-679009650,US,S2,1,0.8600,0.9971
S1-279054449,S3-224400273,US,S3,1,1.0000,0.9994
S1-279054449,S2-818706374,US,S2,16,0.7667,0.9203
S1-279092607,S3-39998573,US,S3,4,0.7667,0.4204
S1-279092607,S2-706414455,US,S2,10,0.7527,0.9986
S1-279092607,S3-241509502,US,S3,11,0.7250,0.9983
S1-279155833,S2-457357819,US,S2,1,1.0000,0.9997
S1-279155833,S3-87117391,US,S3,2,0.7238,0.9967
S1-279155833,S2-624648321,US,S2,3,0.7076,0.9941
S1-279291710,S2-97230030,US,S2,1,1.0000,1.0000
S1-279291710,S2-202674629,US,S2,2,1.0000,0.9998
S1-279291710,S2-596116826,US,S2,3,0.7863,0.9994
S1-279291710,S3-621524256,US,S3,6,0.7667,0.9980
S1-279291710,S2-208919717,US,S2,10,0.6667,0.9998
S1-279327643,S3-964981800,India,S3,1,0.8667,0.7536
S1-279327643,S2-44565445,India,S2,2,0.8667,0.9999
S1-27933966,S3-8659263,US,S3,1,0.7762,0.9976
S1-27933966,S3-169598695,US,S3,2,0.7667,0.6826
S1-27933966,S2-666035211,US,S2,3,0.7667,0.9246
S1-27933966,S3-395196716,US,S3,4,0.6624,0.9999
S1-279353729,S3-27947045,US,S3,1,0.8667,0.9686
S1-279353729,S3-373855630,US,S3,2,0.7899,0.9868
S1-27963807,S3-49781569,US,S3,1,0.8877,0.9999
S1-27963807,S2-605706949,US,S2,2,0.8273,0.9987
S1-27963807,S2-606711176,US,S2,3,0.7513,0.9995
S1-27963807,S2-863942037,US,S2,4,0.7351,0.9989
S1-27963807,S3-295129884,US,S3,5,0.7256,0.9986
S1-279733519,S3-487911112,US,S3,1,1.0000,1.0000
S1-279733519,S3-101301665,US,S3,2,1.0000,0.9990
S1-279736640,S3-780780124,India,S3,1,1.0000,0.9979
S1-279802653,S3-266357207,India,S3,1,1.0000,0.9985
S1-279802653,S2-511630963,India,S2,2,0.9000,0.9093
S1-279802653,S2-542855944,India,S2,3,0.7667,0.6200
S1-279865552,S2-51178390,India,S2,1,1.0000,0.9987
S1-279865552,S3-451035793,India,S3,2,0.7970,0.9990
S1-279865552,S2-463834706,India,S2,4,0.6795,0.9987
S1-279967059,S2-516399894,India,S2,1,1.0000,0.9998
S1-279967059,S3-509798718,India,S3,2,0.8800,0.9703
S1-280118480,S3-996527323,US,S3,1,1.0000,1.0000
S1-280118480,S3-893749861,US,S3,2,1.0000,0.9999
S1-280118480,S2-884422137,US,S2,3,1.0000,0.9995
S1-280118480,S3-404207888,US,S3,4,0.8204,0.9986
S1-280202091,S3-805165493,US,S3,1,1.0000,1.0000
S1-280202091,S3-467614063,US,S3,2,1.0000,1.0000
S1-280202091,S2-596844054,US,S2,3,1.0000,0.9998
S1-280293758,S3-948528962,US,S3,1,1.0000,0.9991
S1-280304353,S3-480742233,US,S3,1,1.0000,0.9999
S1-280304353,S2-76987183,US,S2,3,1.0000,0.9994
S1-280304353,S2-217379736,US,S2,4,1.0000,0.9990
S1-280304353,S3-795831805,US,S3,108,0.7667,0.9269
S1-28035808,S3-928862634,India,S3,1,1.0000,0.9995
S1-28035808,S2-607241753,India,S2,2,0.8490,0.9999
S1-28035808,S3-836883110,India,S3,3,0.7667,0.9134
S1-28035808,S2-301768550,India,S2,4,0.7196,0.9990
S1-280418222,S3-764755472,US,S3,1,1.0000,0.9999
S1-280418222,S3-137793447,US,S3,7,0.7667,0.9990
S1-280506521,S3-904852025,US,S3,1,1.0000,0.9997
S1-280506521,S3-615275685,US,S3,2,1.0000,0.9997
S1-280506521,S2-829973368,US,S2,10,0.7658,0.9997
S1-28060246,S3-908151652,US,S3,1,1.0000,1.0000
S1-28060246,S3-261309166,US,S3,2,1.0000,0.9998
S1-28060246,S3-492535549,US,S3,3,0.7812,0.9999
S1-28060246,S3-974228086,US,S3,5,0.7667,0.8384
S1-28060246,S2-963121360,US,S2,103,0.7667,0.4146
S1-28060246,S2-150219681,US,S2,195,0.6933,0.9997
S1-280620422,S2-503572894,US,S2,1,0.7692,0.9994
S1-280681619,S3-962045330,India,S3,1,1.0000,1.0000
S1-28074384,S2-998441295,India,S2,1,1.0000,0.9998
S1-28074384,S3-671319699,India,S3,2,0.9500,1.0000
S1-28074384,S2-597543163,India,S2,3,0.8658,0.9990
S1-280748977,S3-837874866,US,S3,1,1.0000,0.9997
S1-280748977,S2-961236517,US,S2,2,1.0000,1.0000
S1-280748977,S2-89089247,US,S2,3,1.0000,1.0000
S1-280748977,S3-432279692,US,S3,73,0.7667,0.5719
S1-280748977,S3-165459792,US,S3,113,0.7667,0.3286
S1-280771094,S3-74736834,US,S3,1,1.0000,0.9994
S1-280771094,S2-316874214,US,S2,2,0.9000,0.9999
S1-280771094,S2-225778861,US,S2,3,0.8667,0.6636
S1-280771094,S2-666025179,US,S2,121,0.6667,0.9982
S1-280804040,S3-961858566,US,S3,1,0.9000,0.9999
S1-280804040,S3-824499140,US,S3,2,0.9000,0.9999
S1-280804040,S3-392913057,US,S3,3,0.9000,0.9975
S1-280804040,S2-186917208,US,S2,7,0.9000,1.0000
S1-280809988,S2-34387817,US,S2,1,0.9000,1.0000
S1-280871835,S2-663534497,India,S2,1,1.0000,0.9995
S1-280871835,S2-62264487,India,S2,2,1.0000,0.9995
S1-280881251,S2-427844600,US,S2,1,0.9090,0.9998
S1-280881251,S3-90888050,US,S3,3,0.8054,0.9988
S1-280952748,S3-255644146,US,S3,1,0.8449,0.9998
S1-280952748,S3-255912582,US,S3,2,0.7667,0.8714
S1-280975631,S2-871981758,India,S2,1,1.0000,0.9997
S1-280975631,S2-478417996,India,S2,2,1.0000,1.0000
S1-280975631,S2-217317376,India,S2,3,0.8500,0.9996
S1-280975631,S2-168568228,India,S2,4,0.7576,0.9989
S1-280975631,S3-47428681,India,S3,5,0.6863,0.9965
S1-281043216,S2-303484664,US,S2,1,1.0000,0.9998
S1-281043216,S2-965673607,US,S2,2,0.8760,0.9998
S1-281043216,S2-735773459,US,S2,3,0.8131,0.9988
S1-281043216,S3-457264261,US,S3,5,0.7667,0.9973
S1-281059558,S2-785058426,India,S2,1,1.0000,0.9995
S1-281059558,S3-632527809,India,S3,2,0.7333,0.9930
S1-281117115,S3-69513875,US,S3,1,0.9333,0.9980
S1-281117115,S3-779520054,US,S3,8,0.8532,0.9975
S1-281117115,S3-436599318,US,S3,13,0.7950,0.9997
S1-281117115,S3-28068021,US,S3,1077,0.7667,0.4717
S1-281117115,S2-783106160,US,S2,2736,0.6991,0.9988
S1-281133367,S2-991527929,US,S2,1,1.0000,0.9998
S1-281133367,S2-492195442,US,S2,2,1.0000,1.0000
S1-281133367,S3-776011691,US,S3,4,0.8018,0.9952
S1-281133367,S3-777674889,US,S3,5,0.7882,1.0000
S1-281133367,S2-698879776,US,S2,6,0.7362,0.9853
S1-281282546,S2-270092720,US,S2,1,0.8910,0.9999
S1-281488188,S3-998336052,India,S3,1,1.0000,0.9991
S1-281488188,S3-138072593,India,S3,2,1.0000,0.9995
S1-281488188,S2-192878776,India,S2,3,1.0000,0.9975
S1-281488188,S2-398094028,India,S2,4,0.7667,0.9990
S1-281488188,S3-45480733,India,S3,9,0.7569,0.9986
S1-28149325,S3-748600451,India,S3,1,1.0000,1.0000
S1-28149325,S3-565233757,India,S3,2,1.0000,0.9996
S1-28149325,S3-159794034,India,S3,3,1.0000,1.0000
S1-28149325,S2-846684442,India,S2,4,1.0000,0.9980
S1-28165953,S3-381050438,US,S3,121,0.7111,1.0000
S1-28165953,S3-445732389,US,S3,122,0.6364,0.9965
S1-28165953,S2-219564229,US,S2,130,0.4182,0.9829
S1-281668836,S2-823781095,India,S2,2,0.9000,0.9998
S1-281668836,S3-572525278,India,S3,53,0.6833,0.9997
S1-281668836,S3-696168270,India,S3,313,0.5000,0.9879
S1-281680663,S3-935855988,India,S3,2,0.7667,0.8244
S1-281697208,S2-825063673,US,S2,1,1.0000,1.0000
S1-281697208,S2-260265868,US,S2,2,1.0000,0.9995
S1-281697208,S3-53061601,US,S3,4,0.6667,0.9972
S1-281697208,S3-994121963,US,S3,5,0.6000,0.9854
S1-281698891,S3-435222221,India,S3,1,1.0000,1.0000
S1-281698891,S3-397706057,India,S3,2,1.0000,0.9999
S1-281698891,S2-73397561,India,S2,3,1.0000,1.0000
S1-281782448,S3-603789411,US,S3,1,1.0000,0.9999
S1-281782448,S3-169622456,US,S3,2,1.0000,1.0000
S1-281782448,S3-167434772,US,S3,3,1.0000,0.9998
S1-281782448,S2-717584421,US,S2,4,1.0000,0.9997
S1-28180248,S3-578000910,India,S3,1,1.0000,0.9999
S1-28180248,S2-672589435,India,S2,6,0.6437,0.9991
S1-281918391,S3-676938655,US,S3,1,1.0000,0.9995
S1-281918391,S2-272359408,US,S2,2,1.0000,1.0000
S1-281918391,S2-402900950,US,S2,3,0.8436,0.9989
S1-281919093,S2-688031515,US,S2,1,1.0000,1.0000
S1-281919093,S2-574077751,US,S2,2,0.8236,0.9975
S1-282016062,S3-406202203,US,S3,1,0.7667,1.0000
S1-282016062,S3-637987959,US,S3,2,0.6667,0.9712
S1-282016062,S2-868956798,US,S2,3,0.6667,0.9996
S1-282016062,S2-312611785,US,S2,4,0.6667,0.9905
S1-282101845,S3-75095959,India,S3,24,0.8667,0.6653
S1-282168769,S2-803331245,US,S2,1,1.0000,0.9997
S1-282168769,S3-132968748,US,S3,2,0.8681,0.9996
S1-282168769,S3-781586568,US,S3,3,0.7619,0.9597
S1-282168769,S3-214802433,US,S3,6,0.4955,0.9273
S1-282239648,S3-732603418,US,S3,1,0.8619,0.9998
S1-282239648,S3-601089343,US,S3,2,0.8619,0.9996
S1-282239648,S2-577360238,US,S2,3,0.8163,0.9995
S1-282450914,S3-140580098,US,S3,1,1.0000,0.9995
S1-282450914,S2-663177061,US,S2,2,0.8697,0.9997
S1-282531640,S3-980160342,US,S3,1,1.0000,1.0000
S1-282531640,S3-681551974,US,S3,2,1.0000,0.9997
S1-282531640,S3-215048237,US,S3,3,1.0000,0.9996
S1-282531640,S2-609545378,US,S2,4,1.0000,1.0000
S1-282531640,S2-600161931,US,S2,5,1.0000,1.0000
S1-282531640,S3-239114653,US,S3,6,0.7667,0.9995
S1-282531640,S2-696211607,US,S2,7,0.7458,0.9141
S1-282596272,S3-30507481,US,S3,1,1.0000,0.9997
S1-282596272,S2-395569596,US,S2,2,1.0000,0.9997
S1-282596272,S2-99765464,US,S2,3,0.8451,0.9976
S1-282596272,S3-997645285,US,S3,5,0.7000,0.9987
S1-282639127,S2-567408011,India,S2,1,1.0000,0.9996
S1-282639127,S3-859779618,India,S3,1099,0.6390,0.8930
S1-282639127,S3-177392205,India,S3,1117,0.5033,0.7931
S1-282639127,S3-584009826,India,S3,1118,0.4962,0.6862
S1-282640781,S2-280029211,India,S2,1,1.0000,1.0000
S1-2826451,S3-949877121,India,S3,1,1.0000,0.9992
S1-2826451,S3-833578057,India,S3,2,1.0000,0.9999
S1-2826451,S2-983280957,India,S2,3,1.0000,0.9997
S1-2826451,S2-848569698,India,S2,4,1.0000,0.9997
S1-2826451,S2-582913261,India,S2,5,1.0000,0.9973
S1-2826451,S3-401813210,India,S3,49,0.5905,0.9941
S1-2826451,S3-847655297,India,S3,56,0.5686,0.9978
S1-282688499,S2-606745611,US,S2,1,1.0000,0.9997
