s1_id,target_id,country,source,rank_in_arrival,channels,model_score,was_predicted_uncapped,would_pass_tau,s1_name,target_name,s1_addr,target_addr
S1-294022882,S3-820765025,India,S3,3357,tok_num,0.9296,False,False,Bhumi Producer Limited,Bhumi Limited Partners,"Flat No. A 9 And B 10, 3Rd Floor Suraj Apartment Opposite Dlf-1, New Town, Rajarhat, Kolkata, Howrah, West Bengal","Flat No. A 9 And B 10, 3Rd Floor Suraj Apartment Opposite Dlf-1, New Town, Rajarhat, North 24 Parganas, পশ্চিমবঙ্গ"
S1-294022882,S3-78487483,India,S3,3753,token_sort+tok_num+strip_name,0.9989,True,True,Bhumi Producer Limited,Bhumi Producer,"Flat No. A 9 And B 10, 3Rd Floor Suraj Apartment Opposite Dlf-1, New Town, Rajarhat, Kolkata, Howrah, West Bengal","Flat No. A 9 And B 10, 3Rd Floor Suraj Apartment Opposite Dlf-1, New Town, Rajarhat, WB"
S1-294065500,S3-220500307,India,S3,68,token_sort+tok_num+strip_name,0.9983,True,True,South Power LLP,South Power,"No.59, 19Th Main Ii Block, Bangalore North, Bangalore, Karnataka","No 59, 19Th Main Ii Block, Bangalore, KA"
S1-294065500,S3-71782970,India,S3,140,token_sort+tok_num+strip_name,0.9955,True,True,South Power LLP,South-Power,"No.59, 19Th Main Ii Block, Bangalore North, Bangalore, Karnataka","59, 19Th Main Ii Block, Bangalore North, Bangalore, KA"
S1-29419529,S3-498910796,India,S3,48,token_sort+tok_num+strip_name,0.9995,True,True,Delight Marketing Private Limited,Delight Marketing,"Delhi, New Delhi, F/F, Defence Colony New Delhi Near Delhi, Delhi, C-404","C-404, F/F, Defence Colony New Delhi Near Delhi, Delhi, New Delhi, Delhi"
S1-29419529,S3-155461429,India,S3,82,tok_num,0.9896,True,True,Delight Marketing Private Limited,Shri Delight Marketing Private Limited,"Delhi, New Delhi, F/F, Defence Colony New Delhi Near Delhi, Delhi, C-404","Plot 54 C-404, F/f, Defence Colony New Delhi Near Delhi, Delhi, DL, New Delhi"
S1-294453315,S2-747129024,US,S2,232,tok_num,0.9982,True,True,Titan Inc.,The Titan (Inc.),"5225 Artesian Avenue, Chicago, IL","CHICAGO, IL, ##5225 ARTESIAN AVENUE"
S1-294453315,S3-83735039,US,S3,455,token_sort+tok_num+strip_name,0.9998,True,True,Titan Inc.,Titan Incorporated,"5225 Artesian Avenue, Chicago, IL","5225 Artesian Avenue, Chicago, Illinois"
S1-294567928,S3-523627456,India,S3,43,token_sort+strip_name,0.9940,True,True,EE Consulting Co,EE  Consulting,"Plot No.E-46, Additional M.I.D.C., Ambad, Nashik, Maharashtra","Plot No.e-0046, Additional M.i.d.c., Ambad, Nashik, MH"
S1-294567928,S3-83134093,India,S3,55,token_sort+strip_name,0.9993,True,True,EE Consulting Co,EE Consulting,"Plot No.E-46, Additional M.I.D.C., Ambad, Nashik, Maharashtra","Plot No.e-0046, Ambad, Nashik, MH"
S1-294607898,S2-735821034,India,S2,381,token_sort+tok_num+strip_name,0.9997,True,True,Engineering Indian Cable,Engineering Indian Cable,"B-24, Second Floor, Abul Fazal Enclave-1, New Delhi, South Delhi, Delhi","B-22, SECOND FLOOR, ABUL FAZAL ENCLAVE-1, NEW DELHI, Delhi"
S1-294607898,S3-772593875,India,S3,2729,tok_num,0.9990,True,True,Engineering Indian Cable,Engineering Indian Cáb1e,"B-24, Second Floor, Abul Fazal Enclave-1, New Delhi, South Delhi, Delhi","B-24, New Delhi, South Delhi, DL"
S1-294607898,S3-104021464,India,S3,2767,token_sort+tok_num,0.9997,True,True,Engineering Indian Cable,Cable Indian Engineering,"B-24, Second Floor, Abul Fazal Enclave-1, New Delhi, South Delhi, Delhi","B-24, Second Floor, Abul Fazal Enclave-1, New Delhi, South Delhi, DL"
S1-294607898,S3-566346954,India,S3,4231,tok_num,1.0000,True,True,Engineering Indian Cable,Ciraectonex t/a Engineering Indian Cable,"B-24, Second Floor, Abul Fazal Enclave-1, New Delhi, South Delhi, Delhi","B-24, Second Floor, Abul Fazal Enclave-1, New Delhi, South Delhi, Delhi"
S1-294692606,S2-917723214,US,S2,41,tok_num,0.9999,True,True,Primary Care Grand Center,Primary Care Care Grand Center,"173 Crosswind Drive, Advance, NC","173 CROSSWND DRIVE, ADVANCE, NC"
S1-294692606,S3-458711637,US,S3,72,token_sort+tok_num+strip_name,0.9999,True,True,Primary Care Grand Center,Primary Care Grand Center Corporation,"173 Crosswind Drive, Advance, NC","173 Crosswind Drive, Advance, North Carolina"
S1-2946934,S3-432468948,India,S3,156,token_sort+tok_num+strip_name,1.0000,True,True,Jai Media Private Limited,Jai Media  Private Limited,"E - 102, Silver Habitat, Opp Karnavati Industrial Estate, Odhav, Ahmedabad, Gujarat","E - ##102, Silver Habitat, Opp Karnavati Industrial Estate, Odhav, Ahmedabad, GJ"
S1-2946934,S3-643663370,India,S3,192,tok_num,0.9999,True,True,Jai Media Private Limited,Jai,"E - 102, Silver Habitat, Opp Karnavati Industrial Estate, Odhav, Ahmedabad, Gujarat","E - 102, Silver Habitat, Opp Karnavati Industrial Estate, Odhav, Ahmedabad, Gujarat"
S1-294697179,S2-937666007,India,S2,174,token_sort+tok_num+strip_name,0.9997,True,True,Creative Global Private Limited,Creative Global Global Private Ltd,"45, Umiya Estate, Nr. Ramapir Mandir, Opp. Nagarvel Hanuman, Rakhial, Ahmedabad, Gujarat","D/45, UMIYA ESTATE, NR. RAMAPIR MANDIR, OPP. NAGARVEL HANUMAN, RAKHIAL, AHMEDABAD, Gujarat"
S1-294697179,S3-360037783,India,S3,621,token_sort+tok_num+strip_name,0.9995,True,True,Creative Global Private Limited,Creative Global  Limited Services,"45, Umiya Estate, Nr. Ramapir Mandir, Opp. Nagarvel Hanuman, Rakhial, Ahmedabad, Gujarat","#45, Ahmedabad, GJ"
S1-294697179,S3-926399768,India,S3,983,token_sort+tok_num+strip_name,0.9955,True,True,Creative Global Private Limited,Limited Creative Private Services,"45, Umiya Estate, Nr. Ramapir Mandir, Opp. Nagarvel Hanuman, Rakhial, Ahmedabad, Gujarat","#45, Umiya Estate, Nr. Ramapir Mandir, Opp. Nagarvel Hanuman, Rakhial, Ahmedabad, GJ"
S1-294919983,S3-193091233,India,S3,63,token_sort+strip_name,0.8383,False,False,Laxmi Media,Laxmi Media Company,"# 5D, Ponni Complex, Sriram Nagar, Vellore Main Road, Tiruvannamalai, Tamil Nadu","#1-5D, Ponni Complex, Sriram Nagar, Vellore Main Road, Tiruvannamalai, தமிழ்நாடு"
S1-295092136,S3-114112399,India,S3,86,token_sort+tok_num+strip_name,0.9997,True,True,Guntur Solutions Private Limited,Guntur Solutions [Private],"Guntur, R T C Colony Gandhi Nagar, Krishna, Andhra Pradesh, D.No.15-13-87","D.no.15-13-87, Guntur, Krishna, AP"
S1-295092136,S3-527848856,India,S3,120,token_sort+tok_num+strip_name,0.9996,True,True,Guntur Solutions Private Limited,Guntur Solutions Private Ltd,"Guntur, R T C Colony Gandhi Nagar, Krishna, Andhra Pradesh, D.No.15-13-87","Guntur, No 15-13-87, AP, Krishna"
S1-295092943,S2-624966803,India,S2,271,token_sort+tok_num+strip_name,1.0000,True,True,Bhole Projects Private Limited,Bhole Projects Private Limited,"17/10, Hat Lane Flat 2A, 1St Floor, Howrah, West Bengal","H.NO 112- 17/10, HAT LANE FLAT 2A, 1ST FLOOR, HOWRAH, পশ্চিমবঙ্গ"
S1-295092943,S2-185658297,India,S2,277,token_sort+tok_num+strip_name,0.9774,True,True,Bhole Projects Private Limited,Bhole Projects Private Ltd,"17/10, Hat Lane Flat 2A, 1St Floor, Howrah, West Bengal","NO 112- 17/10, HAT LANE FLAT 2A, 1ST FLOOR, HOWRAH, West Bengal"
S1-295092943,S3-637167686,India,S3,394,tok_num,0.9955,True,True,Bhole Projects Private Limited,Bhole Projects Private Límited,"17/10, Hat Lane Flat 2A, 1St Floor, Howrah, West Bengal","17/10, Kolkata West, WB"
S1-295092943,S3-412255403,India,S3,803,token_sort+tok_num+strip_name,0.9996,True,True,Bhole Projects Private Limited,Bhole Projects-Private,"17/10, Hat Lane Flat 2A, 1St Floor, Howrah, West Bengal","17/10, Kolkata West, WB"
S1-295139456,S2-315031691,India,S2,44,token_sort+tok_num+strip_name,1.0000,True,True,Engineering Maverick Panels,ENGINEERING MAVERICK  PANELS,"Bangalore North, Cauvery Layout, St.Anthony Road, Opp. Green Apple Apartment, Mariyanna Palya, No 35, Karnataka, Bangalore","DOOR NO 35 , CAUVERY LAYOUT, ST.ANTHONY ROAD, OPP. GREEN APTLE APARTMENT, MARIYANNA PALYA, BANGALORE NORTH, Karnataka"
S1-295139456,S3-767198363,India,S3,92,tok_num,0.9995,True,True,Engineering Maverick Panels,Engineering Maverick Panel,"Bangalore North, Cauvery Layout, St.Anthony Road, Opp. Green Apple Apartment, Mariyanna Palya, No 35, Karnataka, Bangalore","No 35, Cauvery Layout, St.anthony Road, Opp. Green Apple Apartment, Mariyanna Palya, Bangalore, KA"
S1-295139456,S3-725210344,India,S3,144,token_sort+tok_num,0.9997,True,True,Engineering Maverick Panels,Engineering  Panels Maverick,"Bangalore North, Cauvery Layout, St.Anthony Road, Opp. Green Apple Apartment, Mariyanna Palya, No 35, Karnataka, Bangalore","No 35, Bangalore North, Bangalore, ಕರ್ನಾಟಕ"
S1-295139456,S3-233298878,India,S3,171,tok_num,0.9962,True,True,Engineering Maverick Panels,Engineering  Mobahverick Panels,"Bangalore North, Cauvery Layout, St.Anthony Road, Opp. Green Apple Apartment, Mariyanna Palya, No 35, Karnataka, Bangalore","KA, Door No 35, Bangalore North, Bangalore"
S1-295212193,S2-533128556,India,S2,74,token_sort+strip_name,0.9367,False,False,Saran & Sons Limited,SARAN SONS + LIMITED,"99/40, Station Road, Mohalla Gulamali Pu Hanuman Puri Coloni, Bahraich, Uttar Pradesh",
S1-295212193,S3-549263330,India,S3,227,tok_num,0.9809,True,True,Saran & Sons Limited,Saran &,"99/40, Station Road, Mohalla Gulamali Pu Hanuman Puri Coloni, Bahraich, Uttar Pradesh","99/40, Bahraich, उत्तर प्रदेश"
S1-295212193,S3-585909865,India,S3,251,tok_num,0.9885,True,True,Saran & Sons Limited,Shri Saran & Sons,"99/40, Station Road, Mohalla Gulamali Pu Hanuman Puri Coloni, Bahraich, Uttar Pradesh","99/40, Station Road, Mohalla Gulamali Pu Hanuman Puri Coloni, Bahraich, UP"
S1-29537956,S3-111599116,India,S3,43,tok_num,0.9919,True,True,Advaith Fire Private Limited,Advaith Private Limited Center,"201 B Nextra The Address, Plot No. 4 B, District Center, Mayur Vihar Phase I Extn., East Delhi, Delhi","No 201 B Nextra The Address, Plot No. 4 B, District Center, Mayur Vihar Phase I Extn., East Delhi, दिल्ली"
S1-295466764,S2-941702210,US,S2,43,tok_num,0.9935,True,True,Gulf Immunopharma LLC,Gulf Ímmunopharma LLC,"701 3 Street, Breckenridge, TX","701 1/2 3 STREET, BRECKENRIDGE, TX"
S1-295466764,S2-637049896,US,S2,44,token_sort+tok_num+strip_name,0.9555,True,True,Gulf Immunopharma LLC,Gulf Immunopharma,"701 3 Street, Breckenridge, TX","701 1/2 3 ST, BRECKENRIDGE, TX"
S1-295691143,S2-614855926,US,S2,83,token_sort+tok_num+strip_name,0.9997,True,True,Children's Center Inc,Children's Center Incorporated,"2656 W 36th St, Davenport, IA","002656 WEST 36TH ST, DAVENPORT, IA"
S1-295691143,S3-71341010,US,S3,156,token_sort+tok_num+strip_name,0.9997,True,True,Children's Center Inc,Children's Center,"2656 W 36th St, Davenport, IA","2656 West 36th St, Davenport, Iowa"
S1-295691143,S3-526960448,US,S3,203,token_sort+tok_num+strip_name,1.0000,True,True,Children's Center Inc,Children's Center Inc,"2656 W 36th St, Davenport, IA","2656 W 36th St, Davenport, Iowa"
S1-295691143,S3-421135563,US,S3,245,tok_num,0.9989,True,True,Children's Center Inc,Inc Children'S Cetr,"2656 W 36th St, Davenport, IA","2656 W 36th St, Davenport, Iowa"
S1-295691143,S3-670772908,US,S3,279,token_sort+tok_num+strip_name,0.9999,True,True,Children's Center Inc,Children's,"2656 W 36th St, Davenport, IA","2656 W 36th St, Davenport, IA"
S1-295692279,S3-565872387,US,S3,56,tok_num,0.9976,True,True,Teriann's Cascade Analytics LLC,Teriann's Cascade,"Poland, 14 Railroad Street, NY","##14 Railroad St, Poand, New York"
S1-295780227,S2-446685795,India,S2,195,tok_num,0.9818,True,True,Good & Sons Private Limited,Shri Good-& Sons Private-Limited,"304, Richa Industrial Estate B-29, Veera Industrial Area, Andheri Wes, T, Mumbai, Maharashtra","#651 304, RICHA INDUSTRIAL ESTATE B-29, VEERA INDUSTRIAL AREA, ANDHERI WES, T, Maharashtra"
S1-295780227,S3-893621706,India,S3,378,token_sort+tok_num+strip_name,0.9956,True,True,Good & Sons Private Limited,Good & Sons (Private),"304, Richa Industrial Estate B-29, Veera Industrial Area, Andheri Wes, T, Mumbai, Maharashtra","0304, T, MH, Mumbai, Richa Industrial Estate B-29, Veera Industrial Area, Andheri Wes"
S1-295825719,S3-525284850,India,S3,241,token_sort+strip_name,0.6670,False,False,Real Ventures Private Limited,Real Ventures Private,"73, West Bengal, Jatin Das Road Ground Floor, Kolkata, Howrah, Kolkata",
S1-295825719,S3-632121964,India,S3,330,tok_num,0.9919,True,True,Real Ventures Private Limited,Limited Real Private Service,"73, West Bengal, Jatin Das Road Ground Floor, Kolkata, Howrah, Kolkata","Kolkata, 73, Howrah, Jatin Das Road Ground Floor, Kolkata, WB"
S1-295825719,S3-477088757,India,S3,368,tok_num,0.9991,True,True,Real Ventures Private Limited,Brixyuma fka Real Ventures Private Limited,"73, West Bengal, Jatin Das Road Ground Floor, Kolkata, Howrah, Kolkata","73, Jatin Das Road Ground Floor, Kolkata, Kolkata, Howrah, West Bengal"
S1-295849508,S3-279623834,India,S3,62,token_sort+tok_num+strip_name,0.9992,True,True,Gangin Professional Private Limited,Gangin Professional Limited Services,"Door No-3-4-97/302 Syno -46, Pragathi Nagar, Ramanthapur, Hyderabad, Telangana","Pragathi Nagar, Ramanthapur, Hyderabad, Door No-3-4-97/302 Syno -46, TG, Hyderabad"
S1-295849508,S3-662675871,India,S3,101,token_sort+tok_num+strip_name,0.9992,True,True,Gangin Professional Private Limited,Gangin Professional Private Ltd,"Door No-3-4-97/302 Syno -46, Pragathi Nagar, Ramanthapur, Hyderabad, Telangana","Pragathi Nagar, Ramanthapur, TG, Door No-3-4-97/302 Syno -46, Hyderabad"
S1-295899485,S3-634416105,India,S3,41,tok_num,0.9678,True,True,Jain Infotech,Jain [Imoeh],"913, Gr Sagarnivas, Hosa Road, Bangalore, Karnataka","913., Gr Sagarnivas, Hosa Road, Bengaluru, Bangalore, KA"
S1-29591383,S2-24706929,India,S2,202,token_sort+tok_num+strip_name,1.0000,True,True,Baba Institute Private Limited,Baba Institute Private Limited,"Pno11/A, 12, 13, Flat No 301, Park Avenue, Patrika Nagar, Shaikpet, Hyderabad, Telangana","PNOB3/11/A, 12, 13, FLAT NO 301, PARK AVENUE, PATRIKA NAGAR, SHAIKPET, Telangana"
S1-29591383,S2-422389063,India,S2,206,tok_num,0.9961,True,True,Baba Institute Private Limited,Sri Baba Institute Private,"Pno11/A, 12, 13, Flat No 301, Park Avenue, Patrika Nagar, Shaikpet, Hyderabad, Telangana","PNOB3/11/A, 12, 13, FLAT NO 301, PARK AVENUE, PATRIKA NAGAR, SHAIKPET, తెలంగాణ"
S1-29591383,S3-617173362,India,S3,571,tok_num,0.9907,True,True,Baba Institute Private Limited,Baba Institute Psriavet  Limited,"Pno11/A, 12, 13, Flat No 301, Park Avenue, Patrika Nagar, Shaikpet, Hyderabad, Telangana","Pno11/a, 12, 13, Flat No 301, Park Avenue, Patrika Nagar, Hyderabad, Rangareddi, TG"
S1-29591383,S3-681007409,India,S3,886,token_sort+tok_num+strip_name,0.9972,True,True,Baba Institute Private Limited,Baba Institute Private Private Ltd,"Pno11/A, 12, 13, Flat No 301, Park Avenue, Patrika Nagar, Shaikpet, Hyderabad, Telangana","Pno11/a, 12, 13, Flat No 301, Park Avenue, Patrika Nagar, Hyderabad, Rangareddi, TG"
S1-295943482,S3-362570637,India,S3,1260,token_sort+tok_num+strip_name,0.9642,True,True,Sky Trading Private Limited,Sky Trading Limited Private,"Shop No. 8, Laxmi Darshan, Opp. Nisarg Lawns, Sinnar, Nashik, Maharashtra","8, Nashik, Saikheda, महाराष्ट्र"
S1-2960714,S3-16662736,India,S3,45,token_sort+tok_num+strip_name,0.9977,True,True,Glade Polytechnic,*** Glade [(Polytechnic)],"203, Bajaj House 97, Nehru Place, New Delhi, Delhi","Door No 687 203, NULL, New Delhi, Nehru Place, DL"
S1-296168401,S3-230250016,India,S3,642,token_sort+strip_name,0.9182,False,False,Real Ventures,REAL VENTURES,"No. 23, Pilot Industrial Estate, Navghar, Vasai East, District Palghar, Vasai East, Thane, Maharashtra","A-1, Vasai East, Gokhivare, MH"
S1-296168401,S3-192927687,India,S3,957,token_sort+strip_name,0.4196,False,False,Real Ventures,Real Ventures Corporation,"No. 23, Pilot Industrial Estate, Navghar, Vasai East, District Palghar, Vasai East, Thane, Maharashtra","A-1, Vasai East, Gokhivare, MH"
S1-296168401,S3-884279254,India,S3,1062,token_sort+tok_num+strip_name,1.0000,True,True,Real Ventures,Real  Ventures,"No. 23, Pilot Industrial Estate, Navghar, Vasai East, District Palghar, Vasai East, Thane, Maharashtra","Door No 023, Pilot Industrial Estate, Navghar, Vasai East, District Palghar, Vasai East, MH"
S1-296204791,S3-596633580,US,S3,143,token_sort+tok_num+strip_name,0.9998,True,True,Dynamic Cleaning Service LLC,Dynamic Cleaning Service,"33 Private Drive 1025, Alcalde, NM","##33 Private Drive 1025, Los Luceros, New Mexico"
S1-296365665,S2-58383596,US,S2,62,token_sort+tok_num+strip_name,0.9997,True,True,Coastal League,Coastal League Corp,"UT, 90 Center Street, Hyrum","90 CENTER ST, HYRUM CP, UT"
S1-296365665,S3-38493814,US,S3,84,tok_num,0.9972,True,True,Coastal League,Coastal Services,"UT, 90 Center Street, Hyrum","Utah, Hyrum, 90-A Center St, <NULL>"
S1-296365665,S3-247774602,US,S3,91,tok_num,0.9714,True,True,Coastal League,Coastal Laageu,"UT, 90 Center Street, Hyrum","90-A Center St, <NULL>, Hyrum, Utah"
S1-296365665,S3-412144117,US,S3,98,token_sort+tok_num+strip_name,1.0000,True,True,Coastal League,COASTAL LEAGUE,"UT, 90 Center Street, Hyrum","90-A Center Street, <NULL>, Hyrum, Utah"
S1-296365665,S3-578408971,US,S3,122,tok_num,0.9851,True,True,Coastal League,Coastal-Service,"UT, 90 Center Street, Hyrum","90-A Center Street, <NULL>, Hyrum, Utah"
S1-296443460,S2-38137969,US,S2,77,tok_num,0.9959,True,True,Diaz Value Earth Inc.,Diaz Value,"3816 Foss Road, Unit Unit 2, Saint Anthony, MN","3816 FOSS RD, SAINT ANTHONY, MN"
S1-296443460,S2-331455806,US,S2,78,token_sort+tok_num+strip_name,0.9969,True,True,Diaz Value Earth Inc.,Diaz Value Earth,"3816 Foss Road, Unit Unit 2, Saint Anthony, MN","3816 FOSS RD, MINNEAPOLIS, MN"
S1-296443460,S2-919219617,US,S2,312,tok_num,0.9968,True,True,Diaz Value Earth Inc.,DIAZ EARTH INC. SERVICES,"3816 Foss Road, Unit Unit 2, Saint Anthony, MN","3816 FOSS RD, SAINT ANTHONY, MN"
S1-296443460,S3-8370352,US,S3,426,tok_num,0.9866,True,True,Diaz Value Earth Inc.,Diaz Va1ue Emsa Inc.,"3816 Foss Road, Unit Unit 2, Saint Anthony, MN","Minnesota, 3816 Foss Rd, Saint Anthony, # Unit 2"
S1-29652226,S2-720973291,India,S2,49,token_sort+tok_num+strip_name,0.9999,True,True,Eastern Balaji Investment Private Limited,EASTERN BALAJI INVESTMENT PRIVATE,"H No 9, Vatika Kunj, Bhondsi, Gurgaon, Haryana","9 , VATIKA KUNJ, BHONDSI, Haryana"
S1-29652226,S2-490104729,India,S2,106,token_sort+tok_num+strip_name,1.0000,True,True,Eastern Balaji Investment Private Limited,Eastern Balaji Investment Private  Limited,"H No 9, Vatika Kunj, Bhondsi, Gurgaon, Haryana","DOOR NO 9 , VATIKA KUNJ, BHONDSI, Haryana"
S1-29652226,S3-624196484,India,S3,742,tok_num,1.0000,True,True,Eastern Balaji Investment Private Limited,Veonovidova Co née Eastern Balaji Investment Private Limited,"H No 9, Vatika Kunj, Bhondsi, Gurgaon, Haryana","H No 9, Vatika Kunj, Bhondsi, Gurgaon, Haryana"
S1-29652226,S3-988418345,India,S3,846,tok_num,0.9973,True,True,Eastern Balaji Investment Private Limited,Eastern Balaji Investment Limited Partners,"H No 9, Vatika Kunj, Bhondsi, Gurgaon, Haryana","H.no #9, Bhondsi, Gurgaon, हरियाणा"
S1-296553524,S2-722271689,US,S2,68,tok_num,0.9843,True,True,Fresh Hypnosis,Fresh Fresh Hypnósis,"8554 Abilene Drive, Blacklick, OH","8554 ABILENE DR, BLACKLICK, OH"
S1-296553524,S3-821073909,US,S3,168,token_sort+strip_name,0.9984,True,True,Fresh Hypnosis,Fresh  Hypnosis,"8554 Abilene Drive, Blacklick, OH","554 Abilene Drive, Blacklick, Ohio"
S1-296557266,S3-470187770,India,S3,1026,tok_num,0.9991,True,True,Sai Agro LLP,Sai Agmro (LLP),"S No 121/122 Pl 89 Fl 04, Avish Aptt Rambag Colony, Pune City, Pune, Maharashtra","S No 121/122 Pl 89 Fl 04, Pune City, Pune, MH"
S1-296557266,S3-4137826,India,S3,1271,tok_num,0.9981,True,True,Sai Agro LLP,Sai Ar  LLP,"S No 121/122 Pl 89 Fl 04, Avish Aptt Rambag Colony, Pune City, Pune, Maharashtra","S No 121/122 Pl 89 Fl 04, Avish Aptt Rambag Colony, Pune City, Pune, MH"
S1-296657050,S2-563991577,US,S2,49,token_sort+tok_num+strip_name,1.0000,True,True,3032 Seventh Drive Apartments LLC,3032 Seventh Drive Apartments Llc,"8355 Fairmount Avenue, Fl 1, Scottsdale, AZ","8355 FAIRMOUNT AVE, SCOTTSDALE, AZ"
S1-296657050,S3-539084728,US,S3,144,token_sort+tok_num,0.9992,True,True,3032 Seventh Drive Apartments LLC,Drive 3032 Seventh LLC Apartments,"8355 Fairmount Avenue, Fl 1, Scottsdale, AZ","8355 Fairmount Ave, Fl 1, Scottsdale, Arizona"
S1-296657050,S3-88771219,US,S3,217,tok_num,1.0000,True,True,3032 Seventh Drive Apartments LLC,Nexdelta One trading as 3032 Seventh Drive Apartments LLC,"8355 Fairmount Avenue, Fl 1, Scottsdale, AZ","8355 Fairmount Avenue, Fl 1, Scottsdale, AZ"
S1-296657050,S3-736803869,US,S3,270,token_sort+tok_num+strip_name,1.0000,True,True,3032 Seventh Drive Apartments LLC,3032 Seventh Drive Apartments Llc,"8355 Fairmount Avenue, Fl 1, Scottsdale, AZ","8355 Fairmount Avenue, Fl 1, Scottsdale, Arizona"
S1-296745460,S3-10469663,India,S3,6261,token_sort+tok_num,0.9984,True,True,Real Ventures LLP,Ventures Real LLP,"C-1/316, Khasra No. 33/25, Gali No. 15 Harsh Vihar, Delhi, East Delhi, Delhi","Door No 532. C-1/316, Khasra No. 33/25, Gali No. 15 Harsh Vihar, Delhi, East Delhi, DL"
S1-296895749,S2-926352046,US,S2,89,token_sort+strip_name,0.9996,True,True,Aurora LLC,Aurora LLC,"52080 Brendon Hills Drive, Granger, IN","5208 BRENDON HILLS DR, GRANGER, IN"
S1-296895749,S3-475017468,US,S3,539,token_sort+tok_num+strip_name,0.9996,True,True,Aurora LLC,LLC Aurora,"52080 Brendon Hills Drive, Granger, IN","Granger, 52080 Brendon Hills Dr, Indiana"
S1-296895749,S3-670382841,US,S3,597,token_sort+tok_num+strip_name,0.9992,True,True,Aurora LLC,Aurora,"52080 Brendon Hills Drive, Granger, IN","52080 Brendon Hills Dr, Granger, Indiana"
S1-296895749,S3-821540187,US,S3,674,token_sort+tok_num+strip_name,0.9992,True,True,Aurora LLC,Aurora,"52080 Brendon Hills Drive, Granger, IN","52080 Brendon Hills Drive, Granger, Indiana"
S1-296895749,S3-142465444,US,S3,675,tok_num,0.9990,True,True,Aurora LLC,Noviveo trading as Aurora LLC,"52080 Brendon Hills Drive, Granger, IN","52080 Brendon Hills Drive, IN, Granger"
S1-296984533,S2-754313777,India,S2,1147,tok_num,0.9836,True,True,White Bharat Ventures Private Limited,व्हाइट Bharat Ventures Private Limited,"New Delhi, Lgf, Lajpat Nagar-1, A-39, Delhi, South Delhi","A-39, LGF, LAJPAT NAGAR-1, NEW DELHI, HAPUR, Delhi"
S1-296984533,S2-708996119,India,S2,2592,tok_num,0.4755,False,False,White Bharat Ventures Private Limited,व्हाइट Bharat वेंचर्स प्राइवेट लिमिटेड,"New Delhi, Lgf, Lajpat Nagar-1, A-39, Delhi, South Delhi","A-39, SOUTH DELHI, RABUPURA  ,BULANDSHAHAR, दिल्ली"
S1-297066241,S2-361196328,India,S2,63,token_sort+tok_num,0.9948,True,True,XE Networks Private Limited,Networks XE Private Limited,"House No 1 Basement, Block -2 Eros Garden, Faridabad, Haryana","HOUSE NO 1  BASEMENT, FARIDABAD, हरियाणा"
S1-297232750,S3-316909219,India,S3,43,token_sort+tok_num+strip_name,0.9984,True,True,Kozhikode Couture Center,Kozhikode  Couture,"17/1613 A Hotel Medora Opposite Stadium, Pavamani Road, Kozhikode, Kerala","No 17/1613 A Hotel Medora Opposite Stadium, Kozhikode, Keralam"
S1-297252371,S3-548379282,India,S3,962,token_sort+tok_num+strip_name,1.0000,True,True,Shiva Enterprises LLP,Shiva-Enterprises LLP,"22/323-A6, Second Floor, Madaparambil Complex, Am Road, Opp. Sanjo Hospital, Perumbavoor, Kunnathunad, Ernakulam, Kerala","22/323-A6, Perumbavoor, KL"
S1-297361119,S2-292531376,US,S2,552,tok_num,0.9974,True,True,Interstate Cardiology,Interstate Carilodogy,"Chandler, 3341 Santa Rita Way, AZ, Fl 1","##3341 Santa Rita Way, CHANDLER, AZ"
S1-297361119,S2-441838822,US,S2,708,tok_num,0.9961,True,True,Interstate Cardiology,Interstate Cbdoilogy,"Chandler, 3341 Santa Rita Way, AZ, Fl 1","AZ, ##3341 SANTA RITA WAY, CHANDLER"
S1-297361119,S3-548211297,US,S3,1272,tok_num,0.9984,True,True,Interstate Cardiology,Interstate [Carid0ogy],"Chandler, 3341 Santa Rita Way, AZ, Fl 1","3341 Santa Rita Way, Fl 1, Ocotillo, Arizona"
S1-297361119,S3-374806380,US,S3,1444,token_sort+strip_name,0.9938,True,True,Interstate Cardiology,Interstate  Cardiology,"Chandler, 3341 Santa Rita Way, AZ, Fl 1","Santa Rita Way, Chandler, Arizona"
S1-29736762,S3-119779355,India,S3,153,token_sort+tok_num+strip_name,1.0000,True,True,Sun Investment,Sun  Investment,"Shop No S-21, Ajay Enclave, Delhi, West Delhi, Delhi","Shop No S-g-21, NULL, Delhi, West Delhi, DL"
S1-29736762,S3-446413121,India,S3,233,token_sort+tok_num+strip_name,0.9980,True,True,Sun Investment,Sun Investment Ltd,"Shop No S-21, Ajay Enclave, Delhi, West Delhi, Delhi","West Delhi, DL, Shop No S-g-21, NULL, Delhi"
S1-297381380,S3-699282486,US,S3,43,token_sort+tok_num+strip_name,1.0000,True,True,Jerrie Davidson Cola Inc,Jerrie Davidson Cola (Inc),"2 Winifred Court, Ocean View, DE","2 Winifred Court, Ocean View, Delaware"
S1-297381380,S3-769425537,US,S3,70,tok_num,0.9990,True,True,Jerrie Davidson Cola Inc,Jerrie Davidson,"2 Winifred Court, Ocean View, DE","2 Winifred Court, Ocean View, Delaware"
